Time   Bi213   Tl209   Pb209   Bi209 
0      9997      1      2       0 
1      9995      1      4       0 
2      9994      2      4       0 
3      9991      2      7       0 
4      9988      2      10       0 
5      9986      2      12       0 
6      9983      2      15       0 
7      9978      2      19       1 
8      9974      2      23       1 
9      9972      2      24       2 
10      9970      2      25       3 
11      9967      2      28       3 
12      9962      2      32       4 
13      9961      2      32       5 
14      9958      2      35       5 
15      9956      2      37       5 
16      9954      2      38       6 
17      9952      2      40       6 
18      9952      2      40       6 
19      9950      2      41       7 
20      9945      2      46       7 
21      9941      2      50       7 
22      9939      2      52       7 
23      9937      3      53       7 
24      9935      3      54       8 
25      9934      3      54       9 
26      9931      3      57       9 
27      9930      3      58       9 
28      9927      3      61       9 
29      9925      3      63       9 
30      9919      3      69       9 
31      9916      3      71       10 
32      9911      3      76       10 
33      9906      3      81       10 
34      9901      3      86       10 
35      9898      3      89       10 
36      9895      3      92       10 
37      9891      3      96       10 
38      9889      3      98       10 
39      9886      3      101       10 
40      9884      3      103       10 
41      9883      3      104       10 
42      9879      3      107       11 
43      9879      3      106       12 
44      9875      3      110       12 
45      9873      3      111       13 
46      9871      3      113       13 
47      9869      3      114       14 
48      9867      3      115       15 
49      9864      3      118       15 
50      9860      3      122       15 
51      9857      3      125       15 
52      9852      3      129       16 
53      9846      3      135       16 
54      9843      3      138       16 
55      9836      4      144       16 
56      9833      3      148       16 
57      9832      3      149       16 
58      9829      3      152       16 
59      9824      3      156       17 
60      9823      3      157       17 
61      9821      3      159       17 
62      9819      3      161       17 
63      9817      3      163       17 
64      9813      3      167       17 
65      9813      3      167       17 
66      9812      3      168       17 
67      9808      3      172       17 
68      9805      3      175       17 
69      9803      3      176       18 
70      9798      3      181       18 
71      9796      3      182       19 
72      9796      3      182       19 
73      9794      3      183       20 
74      9788      3      189       20 
75      9784      3      193       20 
76      9782      3      194       21 
77      9777      3      199       21 
78      9773      3      203       21 
79      9769      3      206       22 
80      9767      3      208       22 
81      9766      3      208       23 
82      9763      3      210       24 
83      9761      3      211       25 
84      9760      3      212       25 
85      9756      3      214       27 
86      9753      3      216       28 
87      9751      3      218       28 
88      9750      3      219       28 
89      9750      3      217       30 
90      9750      3      216       31 
91      9749      3      215       33 
92      9746      3      218       33 
93      9743      3      220       34 
94      9741      3      220       36 
95      9740      3      220       37 
96      9737      3      222       38 
97      9736      3      223       38 
98      9734      3      224       39 
99      9732      3      226       39 
100      9729      3      229       39 
101      9728      3      229       40 
102      9725      3      231       41 
103      9723      3      230       44 
104      9719      4      232       45 
105      9717      4      233       46 
106      9714      4      236       46 
107      9713      4      237       46 
108      9711      4      239       46 
109      9710      4      240       46 
110      9708      4      241       47 
111      9707      4      241       48 
112      9704      4      244       48 
113      9701      4      246       49 
114      9698      4      248       50 
115      9698      4      248       50 
116      9696      4      250       50 
117      9691      4      255       50 
118      9688      4      254       54 
119      9686      4      254       56 
120      9683      4      257       56 
121      9679      4      261       56 
122      9679      4      261       56 
123      9675      4      264       57 
124      9674      4      264       58 
125      9669      4      268       59 
126      9669      4      267       60 
127      9667      4      268       61 
128      9664      4      270       62 
129      9664      4      268       64 
130      9659      4      270       67 
131      9657      4      272       67 
132      9655      4      272       69 
133      9654      4      272       70 
134      9650      4      275       71 
135      9648      4      275       73 
136      9645      4      277       74 
137      9643      4      278       75 
138      9640      4      281       75 
139      9639      4      282       75 
140      9637      4      283       76 
141      9635      4      284       77 
142      9633      4      286       77 
143      9630      4      289       77 
144      9628      4      290       78 
145      9628      3      289       80 
146      9623      3      293       81 
147      9619      3      295       83 
148      9616      4      296       84 
149      9613      4      298       85 
150      9611      4      300       85 
151      9607      4      304       85 
152      9604      4      306       86 
153      9596      4      314       86 
154      9593      4      315       88 
155      9592      4      315       89 
156      9590      4      317       89 
157      9584      4      320       92 
158      9580      4      323       93 
159      9579      4      324       93 
160      9578      4      322       96 
161      9576      4      321       99 
162      9575      4      322       99 
163      9572      4      324       100 
164      9570      4      326       100 
165      9569      4      325       102 
166      9567      4      327       102 
167      9563      4      330       103 
168      9560      4      329       107 
169      9559      4      329       108 
170      9556      4      331       109 
171      9555      4      330       111 
172      9551      4      333       112 
173      9546      5      337       112 
174      9544      5      337       114 
175      9544      5      335       116 
176      9541      5      337       117 
177      9540      5      338       117 
178      9539      5      338       118 
179      9538      5      338       119 
180      9536      5      339       120 
181      9533      5      338       124 
182      9529      5      342       124 
183      9528      5      343       124 
184      9524      5      346       125 
185      9524      5      344       127 
186      9521      5      346       128 
187      9521      5      345       129 
188      9518      5      348       129 
189      9514      5      352       129 
190      9510      5      356       129 
191      9507      5      358       130 
192      9504      5      360       131 
193      9503      5      357       135 
194      9500      6      358       136 
195      9498      6      358       138 
196      9497      6      357       140 
197      9493      6      360       141 
198      9491      6      361       142 
199      9489      5      362       144 
200      9488      5      359       148 
201      9487      5      358       150 
202      9486      5      357       152 
203      9483      5      360       152 
204      9481      5      361       153 
205      9478      5      362       155 
206      9477      5      363       155 
207      9475      5      362       158 
208      9473      5      363       159 
209      9469      5      367       159 
210      9467      5      369       159 
211      9463      5      372       160 
212      9460      6      372       162 
213      9456      6      374       164 
214      9455      6      374       165 
215      9451      7      375       167 
216      9447      7      378       168 
217      9444      7      380       169 
218      9443      7      378       172 
219      9441      7      378       174 
220      9436      7      383       174 
221      9428      7      389       176 
222      9421      8      393       178 
223      9416      8      397       179 
224      9415      8      398       179 
225      9412      8      399       181 
226      9410      8      400       182 
227      9407      8      401       184 
228      9407      8      399       186 
229      9404      8      401       187 
230      9402      8      402       188 
231      9401      8      401       190 
232      9399      8      402       191 
233      9396      7      405       192 
234      9395      7      405       193 
235      9391      7      408       194 
236      9388      7      409       196 
237      9383      7      413       197 
238      9382      7      414       197 
239      9382      7      413       198 
240      9380      7      412       201 
241      9379      7      412       202 
242      9377      7      413       203 
243      9375      7      412       206 
244      9373      7      414       206 
245      9370      7      416       207 
246      9368      7      418       207 
247      9366      7      419       208 
248      9364      7      421       208 
249      9363      7      417       213 
250      9360      7      419       214 
251      9354      7      425       214 
252      9349      8      429       214 
253      9348      8      430       214 
254      9346      8      432       214 
255      9342      8      436       214 
256      9341      8      436       215 
257      9340      8      434       218 
258      9338      8      436       218 
259      9337      8      437       218 
260      9336      8      437       219 
261      9333      8      440       219 
262      9331      8      440       221 
263      9328      8      442       222 
264      9324      8      445       223 
265      9322      8      446       224 
266      9320      8      443       229 
267      9317      8      444       231 
268      9313      8      447       232 
269      9311      8      447       234 
270      9306      8      451       235 
271      9305      8      452       235 
272      9303      8      453       236 
273      9300      8      454       238 
274      9296      8      457       239 
275      9295      9      457       239 
276      9291      9      460       240 
277      9288      8      464       240 
278      9284      8      467       241 
279      9283      8      467       242 
280      9281      8      468       243 
281      9278      8      470       244 
282      9276      8      472       244 
283      9273      8      474       245 
284      9273      8      474       245 
285      9272      8      473       247 
286      9271      8      471       250 
287      9268      8      473       251 
288      9265      8      473       254 
289      9261      8      476       255 
290      9258      8      478       256 
291      9255      8      480       257 
292      9253      8      481       258 
293      9250      8      482       260 
294      9248      8      482       262 
295      9247      8      479       266 
296      9244      8      480       268 
297      9243      8      481       268 
298      9240      8      481       271 
299      9239      8      481       272 
300      9237      8      482       273 
301      9234      8      485       273 
302      9234      8      484       274 
303      9229      8      486       277 
304      9226      9      485       280 
305      9225      9      484       282 
306      9223      9      484       284 
307      9222      10      484       284 
308      9219      10      486       285 
309      9217      10      486       287 
310      9212      11      486       291 
311      9212      11      485       292 
312      9212      11      484       293 
313      9209      11      486       294 
314      9209      11      485       295 
315      9207      12      484       297 
316      9207      12      484       297 
317      9204      12      485       299 
318      9202      12      486       300 
319      9199      12      488       301 
320      9197      12      489       302 
321      9195      12      489       304 
322      9195      12      486       307 
323      9194      12      485       309 
324      9193      12      486       309 
325      9190      12      486       312 
326      9188      11      488       313 
327      9187      11      488       314 
328      9184      11      487       318 
329      9182      11      487       320 
330      9178      11      489       322 
331      9176      11      491       322 
332      9173      11      491       325 
333      9171      11      492       326 
334      9167      11      495       327 
335      9167      11      494       328 
336      9165      11      496       328 
337      9163      11      497       329 
338      9161      11      498       330 
339      9160      11      497       332 
340      9157      11      499       333 
341      9153      11      502       334 
342      9152      11      502       335 
343      9147      11      505       337 
344      9145      11      505       339 
345      9144      11      505       340 
346      9142      11      503       344 
347      9141      11      503       345 
348      9138      11      503       348 
349      9136      11      504       349 
350      9134      11      505       350 
351      9130      11      507       352 
352      9128      11      508       353 
353      9127      11      509       353 
354      9124      11      510       355 
355      9122      11      512       355 
356      9120      11      513       356 
357      9118      11      510       361 
358      9118      11      509       362 
359      9115      11      510       364 
360      9109      11      513       367 
361      9108      10      513       369 
362      9107      10      511       372 
363      9104      10      511       375 
364      9104      10      510       376 
365      9102      10      508       380 
366      9099      10      510       381 
367      9098      10      506       386 
368      9095      10      508       387 
369      9091      10      511       388 
370      9091      10      509       390 
371      9089      10      511       390 
372      9086      10      512       392 
373      9084      10      511       395 
374      9081      10      512       397 
375      9078      10      509       403 
376      9075      11      510       404 
377      9071      11      511       407 
378      9070      11      510       409 
379      9069      11      510       410 
380      9068      11      508       413 
381      9067      11      507       415 
382      9065      11      507       417 
383      9062      11      510       417 
384      9059      11      510       420 
385      9056      11      512       421 
386      9051      12      515       422 
387      9049      12      516       423 
388      9049      12      515       424 
389      9048      13      515       424 
390      9048      13      514       425 
391      9047      13      512       428 
392      9043      13      512       432 
393      9040      13      514       433 
394      9038      13      513       436 
395      9036      14      512       438 
396      9035      14      511       440 
397      9034      14      509       443 
398      9032      14      508       446 
399      9031      13      510       446 
400      9031      13      506       450 
401      9029      13      506       452 
402      9028      13      505       454 
403      9025      13      506       456 
404      9021      13      508       458 
405      9016      13      511       460 
406      9013      13      514       460 
407      9011      13      513       463 
408      9010      13      512       465 
409      9006      13      516       465 
410      9004      13      516       467 
411      9003      13      517       467 
412      9003      13      516       468 
413      9001      13      517       469 
414      9000      13      515       472 
415      8998      13      515       474 
416      8997      13      514       476 
417      8991      14      514       481 
418      8990      13      514       483 
419      8988      13      513       486 
420      8985      13      515       487 
421      8977      14      522       487 
422      8974      14      525       487 
423      8973      14      526       487 
424      8971      15      522       492 
425      8967      15      523       495 
426      8963      15      526       496 
427      8962      15      524       499 
428      8960      15      524       501 
429      8958      15      525       502 
430      8958      15      523       504 
431      8955      15      524       506 
432      8953      15      523       509 
433      8950      14      526       510 
434      8950      14      525       511 
435      8948      14      527       511 
436      8943      13      532       512 
437      8942      13      531       514 
438      8942      12      531       515 
439      8941      12      531       516 
440      8938      12      530       520 
441      8937      12      529       522 
442      8937      11      529       523 
443      8934      11      531       524 
444      8929      13      532       526 
445      8922      13      536       529 
446      8920      13      536       531 
447      8918      13      538       531 
448      8916      13      539       532 
449      8912      13      542       533 
450      8910      13      543       534 
451      8910      13      541       536 
452      8908      13      541       538 
453      8905      13      543       539 
454      8902      13      546       539 
455      8900      13      544       543 
456      8899      13      541       547 
457      8898      13      538       551 
458      8896      13      538       553 
459      8894      13      538       555 
460      8891      13      538       558 
461      8891      13      534       562 
462      8891      13      530       566 
463      8890      13      529       568 
464      8885      13      531       571 
465      8882      13      534       571 
466      8881      13      531       575 
467      8881      13      529       577 
468      8878      13      529       580 
469      8873      13      531       583 
470      8870      13      534       583 
471      8867      13      536       584 
472      8864      13      538       585 
473      8862      13      539       586 
474      8860      13      539       588 
475      8859      13      538       590 
476      8858      12      538       592 
477      8855      12      538       595 
478      8851      12      541       596 
479      8848      12      543       597 
480      8845      12      546       597 
481      8845      12      545       598 
482      8840      12      548       600 
483      8837      12      548       603 
484      8836      12      549       603 
485      8835      12      549       604 
486      8834      12      548       606 
487      8830      12      549       609 
488      8827      12      550       611 
489      8825      12      550       613 
490      8821      11      555       613 
491      8820      11      556       613 
492      8817      11      556       616 
493      8817      11      554       618 
494      8814      11      555       620 
495      8812      11      555       622 
496      8812      11      553       624 
497      8809      11      555       625 
498      8809      11      554       626 
499      8808      11      553       628 
500      8804      11      554       631 
501      8803      11      554       632 
502      8800      11      556       633 
503      8799      11      557       633 
504      8797      11      555       637 
505      8795      11      556       638 
506      8792      11      559       638 
507      8790      11      559       640 
508      8788      11      560       641 
509      8788      11      560       641 
510      8786      11      561       642 
511      8781      11      565       643 
512      8781      11      560       648 
513      8781      11      559       649 
514      8777      11      562       650 
515      8776      11      559       654 
516      8773      11      561       655 
517      8769      11      565       655 
518      8768      11      564       657 
519      8765      11      567       657 
520      8765      11      565       659 
521      8762      11      567       660 
522      8760      11      567       662 
523      8756      11      570       663 
524      8754      10      573       663 
525      8750      10      574       666 
526      8748      10      576       666 
527      8745      10      578       667 
528      8739      10      582       669 
529      8735      10      585       670 
530      8734      10      586       670 
531      8734      10      583       673 
532      8731      10      584       675 
533      8731      10      583       676 
534      8728      10      584       678 
535      8726      11      584       679 
536      8725      11      584       680 
537      8724      11      583       682 
538      8722      11      582       685 
539      8719      11      584       686 
540      8716      11      586       687 
541      8711      11      591       687 
542      8709      11      590       690 
543      8706      11      591       692 
544      8705      11      590       694 
545      8702      11      590       697 
546      8700      11      590       699 
547      8698      11      591       700 
548      8694      11      593       702 
549      8694      11      590       705 
550      8693      11      588       708 
551      8693      11      586       710 
552      8691      11      584       714 
553      8690      11      577       722 
554      8688      11      577       724 
555      8684      11      579       726 
556      8681      11      579       729 
557      8681      11      575       733 
558      8677      11      578       734 
559      8674      11      581       734 
560      8671      11      583       735 
561      8668      11      584       737 
562      8666      11      583       740 
563      8663      11      584       742 
564      8662      11      582       745 
565      8660      11      584       745 
566      8658      11      584       747 
567      8655      11      585       749 
568      8653      11      584       752 
569      8650      11      585       754 
570      8649      11      581       759 
571      8648      11      580       761 
572      8643      11      583       763 
573      8639      11      585       765 
574      8636      11      585       768 
575      8634      11      583       772 
576      8630      11      584       775 
577      8628      11      584       777 
578      8627      11      582       780 
579      8623      11      582       784 
580      8618      11      586       785 
581      8616      11      586       787 
582      8613      10      586       791 
583      8610      9      590       791 
584      8609      9      590       792 
585      8604      9      592       795 
586      8603      10      588       799 
587      8602      11      587       800 
588      8600      11      587       802 
589      8599      11      585       805 
590      8597      11      586       806 
591      8596      11      587       806 
592      8593      11      587       809 
593      8592      11      587       810 
594      8591      11      587       811 
595      8589      11      589       811 
596      8587      11      588       814 
597      8587      11      585       817 
598      8583      12      587       818 
599      8579      12      589       820 
600      8577      12      589       822 
601      8574      12      590       824 
602      8573      12      588       827 
603      8573      12      583       832 
604      8572      12      583       833 
605      8569      12      585       834 
606      8568      11      585       836 
607      8566      11      584       839 
608      8561      11      586       842 
609      8556      11      588       845 
610      8553      11      591       845 
611      8552      11      590       847 
612      8552      11      588       849 
613      8551      11      588       850 
614      8550      11      586       853 
615      8548      12      583       857 
616      8546      12      585       857 
617      8545      12      583       860 
618      8541      12      585       862 
619      8539      12      586       863 
620      8538      12      586       864 
621      8536      12      588       864 
622      8534      12      587       867 
623      8532      12      586       870 
624      8530      12      584       874 
625      8529      12      582       877 
626      8528      12      579       881 
627      8525      12      581       882 
628      8523      12      580       885 
629      8520      14      577       889 
630      8517      14      579       890 
631      8514      14      576       896 
632      8509      14      577       900 
633      8509      14      575       902 
634      8509      14      574       903 
635      8507      14      573       906 
636      8503      14      577       906 
637      8502      14      577       907 
638      8501      14      577       908 
639      8495      14      582       909 
640      8493      13      584       910 
641      8491      13      585       911 
642      8488      13      588       911 
643      8484      13      589       914 
644      8482      13      588       917 
645      8480      13      587       920 
646      8478      13      586       923 
647      8476      13      586       925 
648      8474      13      587       926 
649      8472      13      586       929 
650      8469      13      587       931 
651      8468      13      585       934 
652      8466      13      586       935 
653      8463      13      588       936 
654      8463      13      585       939 
655      8460      12      588       940 
656      8459      12      587       942 
657      8457      12      586       945 
658      8456      12      587       945 
659      8454      11      586       949 
660      8454      11      586       949 
661      8453      11      586       950 
662      8448      11      589       952 
663      8447      11      589       953 
664      8446      11      589       954 
665      8443      10      588       959 
666      8442      10      585       963 
667      8440      11      585       964 
668      8438      11      586       965 
669      8435      11      586       968 
670      8431      11      589       969 
671      8430      11      588       971 
672      8429      10      588       973 
673      8426      10      588       976 
674      8424      11      588       977 
675      8422      11      587       980 
676      8422      11      583       984 
677      8422      11      582       985 
678      8421      11      579       989 
679      8420      11      578       991 
680      8418      11      576       995 
681      8418      11      575       996 
682      8417      11      571       1001 
683      8415      11      572       1002 
684      8413      11      573       1003 
685      8410      11      574       1005 
686      8408      11      575       1006 
687      8405      11      576       1008 
688      8405      11      574       1010 
689      8402      11      576       1011 
690      8400      11      577       1012 
691      8400      11      574       1015 
692      8400      11      571       1018 
693      8398      11      571       1020 
694      8397      11      572       1020 
695      8395      11      571       1023 
696      8395      11      568       1026 
697      8394      10      567       1029 
698      8392      10      564       1034 
699      8389      10      566       1035 
700      8385      10      570       1035 
701      8384      10      566       1040 
702      8384      10      564       1042 
703      8383      10      563       1044 
704      8381      10      564       1045 
705      8380      10      563       1047 
706      8379      10      563       1048 
707      8378      10      561       1051 
708      8377      10      556       1057 
709      8374      11      554       1061 
710      8374      11      554       1061 
711      8372      11      553       1064 
712      8370      11      552       1067 
713      8369      11      551       1069 
714      8369      11      547       1073 
715      8364      12      547       1077 
716      8363      12      544       1081 
717      8362      12      543       1083 
718      8360      12      544       1084 
719      8358      12      545       1085 
720      8357      12      545       1086 
721      8356      12      546       1086 
722      8352      12      549       1087 
723      8351      11      548       1090 
724      8350      11      545       1094 
725      8345      11      548       1096 
726      8342      10      552       1096 
727      8342      10      549       1099 
728      8342      10      547       1101 
729      8341      10      547       1102 
730      8337      10      549       1104 
731      8334      11      548       1107 
732      8333      11      546       1110 
733      8331      11      544       1114 
734      8330      11      542       1117 
735      8328      11      540       1121 
736      8327      11      535       1127 
737      8325      11      536       1128 
738      8324      11      536       1129 
739      8322      11      537       1130 
740      8320      10      538       1132 
741      8316      10      541       1133 
742      8314      9      541       1136 
743      8314      9      539       1138 
744      8311      9      541       1139 
745      8308      9      539       1144 
746      8305      9      541       1145 
747      8305      9      540       1146 
748      8304      9      541       1146 
749      8301      9      540       1150 
750      8301      9      537       1153 
751      8298      9      538       1155 
752      8298      9      537       1156 
753      8298      9      537       1156 
754      8296      9      537       1158 
755      8293      9      539       1159 
756      8292      9      539       1160 
757      8289      9      539       1163 
758      8287      9      539       1165 
759      8284      10      539       1167 
760      8281      10      541       1168 
761      8278      10      541       1171 
762      8278      9      542       1171 
763      8275      9      544       1172 
764      8272      9      546       1173 
765      8270      10      543       1177 
766      8268      10      544       1178 
767      8266      10      544       1180 
768      8266      10      541       1183 
769      8265      10      538       1187 
770      8263      10      539       1188 
771      8263      10      535       1192 
772      8260      10      535       1195 
773      8260      10      535       1195 
774      8257      10      535       1198 
775      8256      10      533       1201 
776      8256      10      532       1202 
777      8255      10      530       1205 
778      8253      10      530       1207 
779      8253      10      528       1209 
780      8250      10      531       1209 
781      8247      10      532       1211 
782      8245      10      534       1211 
783      8245      10      533       1212 
784      8241      10      536       1213 
785      8239      10      533       1218 
786      8235      10      536       1219 
787      8232      10      537       1221 
788      8231      10      536       1223 
789      8230      10      537       1223 
790      8229      10      537       1224 
791      8228      10      536       1226 
792      8227      10      534       1229 
793      8226      10      532       1232 
794      8224      10      530       1236 
795      8222      10      529       1239 
796      8220      10      530       1240 
797      8220      10      529       1241 
798      8216      10      529       1245 
799      8212      10      532       1246 
800      8212      10      528       1250 
801      8210      10      527       1253 
802      8208      9      529       1254 
803      8205      9      529       1257 
804      8203      9      529       1259 
805      8202      9      529       1260 
806      8200      9      530       1261 
807      8199      9      531       1261 
808      8195      9      535       1261 
809      8195      9      532       1264 
810      8194      9      532       1265 
811      8193      9      531       1267 
812      8189      9      533       1269 
813      8187      9      534       1270 
814      8187      9      534       1270 
815      8185      9      536       1270 
816      8183      9      537       1271 
817      8182      9      536       1273 
818      8181      9      535       1275 
819      8179      9      536       1276 
820      8177      9      537       1277 
821      8176      9      537       1278 
822      8175      9      537       1279 
823      8175      9      532       1284 
824      8174      9      531       1286 
825      8170      10      532       1288 
826      8166      10      532       1292 
827      8164      10      530       1296 
828      8160      10      532       1298 
829      8159      10      529       1302 
830      8158      10      529       1303 
831      8158      9      526       1307 
832      8152      9      531       1308 
833      8151      9      530       1310 
834      8146      9      534       1311 
835      8145      9      534       1312 
836      8139      9      540       1312 
837      8137      9      538       1316 
838      8131      9      540       1320 
839      8129      9      540       1322 
840      8127      9      539       1325 
841      8125      9      541       1325 
842      8125      8      541       1326 
843      8123      8      541       1328 
844      8120      8      544       1328 
845      8119      8      544       1329 
846      8118      8      544       1330 
847      8114      8      544       1334 
848      8111      8      546       1335 
849      8108      8      546       1338 
850      8105      8      547       1340 
851      8104      8      546       1342 
852      8104      8      544       1344 
853      8102      8      545       1345 
854      8098      8      546       1348 
855      8098      8      545       1349 
856      8097      8      545       1350 
857      8095      8      543       1354 
858      8095      8      542       1355 
859      8095      8      537       1360 
860      8094      8      538       1360 
861      8093      8      538       1361 
862      8088      8      542       1362 
863      8086      8      541       1365 
864      8085      8      541       1366 
865      8083      8      542       1367 
866      8080      8      543       1369 
867      8080      8      542       1370 
868      8079      8      543       1370 
869      8075      8      545       1372 
870      8072      8      545       1375 
871      8068      8      546       1378 
872      8066      8      541       1385 
873      8064      8      539       1389 
874      8061      8      541       1390 
875      8058      8      542       1392 
876      8056      8      542       1394 
877      8054      8      541       1397 
878      8054      8      540       1398 
879      8049      8      541       1402 
880      8047      8      541       1404 
881      8045      8      540       1407 
882      8045      8      538       1409 
883      8040      8      539       1413 
884      8033      9      544       1414 
885      8029      9      546       1416 
886      8026      9      545       1420 
887      8025      9      543       1423 
888      8023      9      544       1424 
889      8020      9      543       1428 
890      8017      9      541       1433 
891      8015      9      542       1434 
892      8011      9      545       1435 
893      8010      9      544       1437 
894      8009      9      543       1439 
895      8009      8      544       1439 
896      8009      8      541       1442 
897      8007      7      540       1446 
898      8006      7      535       1452 
899      8006      7      533       1454 
900      8004      7      534       1455 
901      8003      7      533       1457 
902      8000      7      534       1459 
903      7998      7      533       1462 
904      7994      7      535       1464 
905      7992      7      535       1466 
906      7991      7      535       1467 
907      7990      7      533       1470 
908      7988      7      534       1471 
909      7985      7      535       1473 
910      7983      7      536       1474 
911      7982      7      531       1480 
912      7981      7      530       1482 
913      7980      7      530       1483 
914      7975      7      534       1484 
915      7973      7      536       1484 
916      7972      7      536       1485 
917      7972      7      532       1489 
918      7968      7      535       1490 
919      7964      7      539       1490 
920      7964      7      538       1491 
921      7963      7      538       1492 
922      7961      7      540       1492 
923      7959      7      540       1494 
924      7957      7      541       1495 
925      7957      7      540       1496 
926      7954      7      541       1498 
927      7952      7      540       1501 
928      7949      7      540       1504 
929      7947      7      540       1506 
930      7947      7      539       1507 
931      7945      7      538       1510 
932      7944      7      537       1512 
933      7941      7      534       1518 
934      7938      7      535       1520 
935      7936      7      535       1522 
936      7935      7      534       1524 
937      7934      7      534       1525 
938      7933      7      533       1527 
939      7931      7      533       1529 
940      7927      7      536       1530 
941      7924      7      538       1531 
942      7922      7      536       1535 
943      7918      7      538       1537 
944      7917      7      538       1538 
945      7916      7      539       1538 
946      7915      7      538       1540 
947      7912      7      540       1541 
948      7912      7      536       1545 
949      7911      7      535       1547 
950      7909      7      537       1547 
951      7907      8      536       1549 
952      7907      8      534       1551 
953      7905      8      534       1553 
954      7902      8      536       1554 
955      7901      8      536       1555 
956      7900      8      537       1555 
957      7899      9      534       1558 
958      7897      9      534       1560 
959      7895      9      533       1563 
960      7893      9      535       1563 
961      7889      9      538       1564 
962      7887      8      539       1566 
963      7887      8      539       1566 
964      7886      8      540       1566 
965      7885      8      536       1571 
966      7884      8      537       1571 
967      7883      8      538       1571 
968      7882      8      538       1572 
969      7877      8      542       1573 
970      7871      8      548       1573 
971      7868      8      549       1575 
972      7865      8      552       1575 
973      7863      8      552       1577 
974      7863      7      551       1579 
975      7862      7      549       1582 
976      7859      7      550       1584 
977      7858      7      550       1585 
978      7852      7      555       1586 
979      7851      7      555       1587 
980      7849      7      553       1591 
981      7846      7      554       1593 
982      7843      7      557       1593 
983      7841      6      556       1597 
984      7839      5      558       1598 
985      7837      5      557       1601 
986      7836      5      553       1606 
987      7835      5      551       1609 
988      7833      5      549       1613 
989      7829      5      551       1615 
990      7827      5      552       1616 
991      7825      5      554       1616 
992      7823      5      555       1617 
993      7820      6      554       1620 
994      7819      6      552       1623 
995      7818      6      551       1625 
996      7816      6      552       1626 
997      7813      6      554       1627 
998      7812      6      554       1628 
999      7811      6      554       1629 
1000      7811      6      551       1632 
1001      7805      6      554       1635 
1002      7803      6      554       1637 
1003      7802      6      553       1639 
1004      7800      6      553       1641 
1005      7795      6      558       1641 
1006      7795      6      558       1641 
1007      7793      6      559       1642 
1008      7793      6      557       1644 
1009      7792      6      557       1645 
1010      7791      6      554       1649 
1011      7791      6      553       1650 
1012      7789      7      550       1654 
1013      7787      7      552       1654 
1014      7783      7      555       1655 
1015      7781      7      557       1655 
1016      7779      7      557       1657 
1017      7779      6      556       1659 
1018      7777      6      554       1663 
1019      7775      6      555       1664 
1020      7774      6      556       1664 
1021      7773      6      557       1664 
1022      7770      6      558       1666 
1023      7770      6      557       1667 
1024      7768      6      557       1669 
1025      7768      6      556       1670 
1026      7766      6      555       1673 
1027      7764      6      553       1677 
1028      7763      6      554       1677 
1029      7762      6      553       1679 
1030      7760      7      554       1679 
1031      7759      8      554       1679 
1032      7757      8      554       1681 
1033      7751      8      557       1684 
1034      7749      8      553       1690 
1035      7746      8      555       1691 
1036      7743      8      554       1695 
1037      7741      8      554       1697 
1038      7736      8      559       1697 
1039      7736      8      556       1700 
1040      7731      8      558       1703 
1041      7727      8      560       1705 
1042      7724      8      562       1706 
1043      7722      8      562       1708 
1044      7719      8      564       1709 
1045      7717      8      565       1710 
1046      7713      8      569       1710 
1047      7712      8      569       1711 
1048      7710      8      570       1712 
1049      7710      8      569       1713 
1050      7709      8      568       1715 
1051      7703      8      574       1715 
1052      7701      8      575       1716 
1053      7700      8      575       1717 
1054      7700      8      575       1717 
1055      7698      8      573       1721 
1056      7697      8      570       1725 
1057      7695      8      569       1728 
1058      7694      8      569       1729 
1059      7691      8      571       1730 
1060      7689      8      572       1731 
1061      7684      8      575       1733 
1062      7682      8      576       1734 
1063      7680      7      578       1735 
1064      7677      7      580       1736 
1065      7676      7      578       1739 
1066      7673      7      578       1742 
1067      7672      7      577       1744 
1068      7670      7      578       1745 
1069      7669      7      578       1746 
1070      7667      7      578       1748 
1071      7666      7      577       1750 
1072      7663      7      576       1754 
1073      7660      7      577       1756 
1074      7658      7      575       1760 
1075      7655      7      575       1763 
1076      7653      7      576       1764 
1077      7650      8      577       1765 
1078      7647      8      578       1767 
1079      7647      8      576       1769 
1080      7646      8      575       1771 
1081      7643      8      574       1775 
