Time   Bi213   Tl209   Pb209   Bi209 
1991      6106      3      478       3413 
1992      6101      3      482       3414 
1993      6099      3      481       3417 
1994      6097      3      480       3420 
1995      6094      3      482       3421 
1996      6092      3      482       3423 
1997      6090      3      483       3424 
1998      6088      3      483       3426 
1999      6085      3      484       3428 
2000      6080      3      485       3432 
2001      6080      3      484       3433 
2002      6079      3      482       3436 
2003      6079      3      480       3438 
2004      6076      3      482       3439 
2005      6074      3      482       3441 
2006      6071      3      484       3442 
2007      6070      3      484       3443 
2008      6069      4      483       3444 
2009      6068      4      480       3448 
2010      6067      4      480       3449 
2011      6065      4      481       3450 
2012      6065      4      481       3450 
2013      6064      4      477       3455 
2014      6063      3      476       3458 
2015      6063      3      475       3459 
2016      6063      3      473       3461 
2017      6062      3      473       3462 
2018      6061      3      470       3466 
2019      6059      3      468       3470 
2020      6058      2      469       3471 
2021      6055      2      471       3472 
2022      6053      2      472       3473 
2023      6053      2      469       3476 
2024      6052      2      468       3478 
2025      6050      2      469       3479 
2026      6047      2      470       3481 
2027      6045      2      471       3482 
2028      6045      2      467       3486 
2029      6045      2      467       3486 
2030      6044      2      466       3488 
2031      6044      2      463       3491 
2032      6040      2      465       3493 
2033      6038      2      464       3496 
2034      6037      2      463       3498 
2035      6035      2      460       3503 
2036      6034      2      460       3504 
2037      6029      2      461       3508 
2038      6029      2      459       3510 
2039      6025      2      461       3512 
2040      6023      2      462       3513 
2041      6023      2      460       3515 
2042      6022      2      459       3517 
2043      6021      2      457       3520 
2044      6020      2      455       3523 
2045      6018      2      454       3526 
2046      6018      2      454       3526 
2047      6016      2      456       3526 
2048      6014      2      456       3528 
2049      6012      2      458       3528 
2050      6011      2      458       3529 
2051      6010      2      459       3529 
2052      6010      2      459       3529 
2053      6009      2      458       3531 
2054      6008      2      456       3534 
2055      6008      2      455       3535 
2056      6008      2      451       3539 
2057      6006      2      449       3543 
2058      6004      2      449       3545 
2059      6001      2      450       3547 
2060      6001      2      449       3548 
2061      6000      2      449       3549 
2062      5999      2      450       3549 
2063      5996      2      453       3549 
2064      5994      2      454       3550 
2065      5993      2      452       3553 
2066      5992      2      452       3554 
2067      5992      2      451       3555 
2068      5989      2      452       3557 
2069      5988      2      446       3564 
2070      5987      2      447       3564 
2071      5987      2      446       3565 
2072      5986      2      446       3566 
2073      5984      2      445       3569 
2074      5984      2      445       3569 
2075      5982      2      447       3569 
2076      5982      2      445       3571 
2077      5981      2      444       3573 
2078      5981      2      444       3573 
2079      5981      2      444       3573 
2080      5980      2      443       3575 
2081      5979      2      442       3577 
2082      5978      2      442       3578 
2083      5978      2      442       3578 
2084      5976      2      442       3580 
2085      5973      3      442       3582 
2086      5972      3      440       3585 
2087      5969      3      440       3588 
2088      5967      3      441       3589 
2089      5967      3      437       3593 
2090      5967      3      435       3595 
2091      5964      4      435       3597 
2092      5963      4      434       3599 
2093      5963      4      434       3599 
2094      5962      4      434       3600 
2095      5960      4      436       3600 
2096      5959      4      436       3601 
2097      5957      4      437       3602 
2098      5957      4      436       3603 
2099      5954      4      439       3603 
2100      5953      4      435       3608 
2101      5950      4      436       3610 
2102      5948      4      437       3611 
2103      5948      4      435       3613 
2104      5946      4      436       3614 
2105      5944      4      437       3615 
2106      5944      4      436       3616 
2107      5943      4      436       3617 
2108      5941      4      437       3618 
2109      5941      4      435       3620 
2110      5939      4      436       3621 
2111      5938      4      437       3621 
2112      5932      4      443       3621 
2113      5931      4      439       3626 
2114      5929      4      441       3626 
2115      5929      4      440       3627 
2116      5928      4      437       3631 
2117      5927      4      437       3632 
2118      5922      5      439       3634 
2119      5921      5      439       3635 
2120      5921      5      437       3637 
2121      5920      5      438       3637 
2122      5920      5      437       3638 
2123      5920      5      436       3639 
2124      5920      5      434       3641 
2125      5920      5      433       3642 
2126      5917      5      435       3643 
2127      5916      5      435       3644 
2128      5913      5      437       3645 
2129      5910      5      436       3649 
2130      5907      5      438       3650 
2131      5907      5      438       3650 
2132      5907      5      437       3651 
2133      5903      5      439       3653 
2134      5902      5      440       3653 
2135      5902      5      439       3654 
2136      5901      5      440       3654 
2137      5901      5      439       3655 
2138      5900      5      439       3656 
2139      5900      5      436       3659 
2140      5900      5      432       3663 
2141      5898      5      429       3668 
2142      5896      5      431       3668 
2143      5895      5      430       3670 
2144      5895      5      430       3670 
2145      5893      5      431       3671 
2146      5892      5      430       3673 
2147      5889      5      432       3674 
2148      5887      5      433       3675 
2149      5884      5      435       3676 
2150      5881      5      434       3680 
2151      5878      5      437       3680 
2152      5873      5      437       3685 
2153      5872      6      437       3685 
2154      5872      6      434       3688 
2155      5871      6      434       3689 
2156      5870      6      431       3693 
2157      5868      6      432       3694 
2158      5867      6      430       3697 
2159      5867      6      428       3699 
2160      5867      6      428       3699 
2161      5865      6      428       3701 
2162      5864      6      429       3701 
2163      5863      6      428       3703 
2164      5860      6      430       3704 
2165      5855      6      434       3705 
2166      5853      6      433       3708 
2167      5851      6      435       3708 
2168      5847      6      434       3713 
2169      5847      6      432       3715 
2170      5846      6      431       3717 
2171      5846      6      429       3719 
2172      5845      6      425       3724 
2173      5841      6      426       3727 
2174      5839      6      427       3728 
2175      5837      6      425       3732 
2176      5837      6      425       3732 
2177      5835      5      426       3734 
2178      5835      5      426       3734 
2179      5834      5      425       3736 
2180      5834      5      425       3736 
2181      5831      4      427       3738 
2182      5829      4      428       3739 
2183      5828      4      427       3741 
2184      5824      4      431       3741 
2185      5820      4      434       3742 
2186      5818      4      435       3743 
2187      5815      4      435       3746 
2188      5813      4      437       3746 
2189      5812      4      434       3750 
2190      5811      4      435       3750 
2191      5807      4      436       3753 
2192      5807      4      433       3756 
2193      5805      4      434       3757 
2194      5804      4      434       3758 
2195      5802      4      436       3758 
2196      5802      4      432       3762 
2197      5800      4      433       3763 
2198      5798      4      430       3768 
2199      5798      4      429       3769 
2200      5795      4      432       3769 
2201      5794      4      431       3771 
2202      5791      4      433       3772 
2203      5790      4      433       3773 
2204      5790      4      430       3776 
2205      5787      4      432       3777 
2206      5787      4      429       3780 
2207      5785      4      431       3780 
2208      5783      4      432       3781 
2209      5779      5      435       3781 
2210      5779      5      434       3782 
2211      5774      5      438       3783 
2212      5774      5      435       3786 
2213      5774      5      434       3787 
2214      5773      5      434       3788 
2215      5773      5      432       3790 
2216      5772      5      432       3791 
2217      5770      5      433       3792 
2218      5770      5      432       3793 
2219      5768      5      431       3796 
2220      5767      5      431       3797 
2221      5767      5      429       3799 
2222      5765      5      430       3800 
2223      5764      5      431       3800 
2224      5763      5      431       3801 
2225      5762      5      431       3802 
2226      5761      5      430       3804 
2227      5761      5      428       3806 
2228      5760      5      429       3806 
2229      5757      5      431       3807 
2230      5757      5      428       3810 
2231      5757      5      427       3811 
2232      5755      5      429       3811 
2233      5755      5      429       3811 
2234      5752      5      432       3811 
2235      5752      5      432       3811 
2236      5751      5      432       3812 
2237      5750      5      433       3812 
2238      5748      5      433       3814 
2239      5747      5      433       3815 
2240      5746      5      433       3816 
2241      5743      5      434       3818 
2242      5738      5      439       3818 
2243      5735      5      441       3819 
2244      5735      5      438       3822 
2245      5733      5      438       3824 
2246      5728      5      440       3827 
2247      5724      5      443       3828 
2248      5723      5      442       3830 
2249      5723      5      439       3833 
2250      5721      5      440       3834 
2251      5721      5      437       3837 
2252      5719      5      437       3839 
2253      5717      5      438       3840 
2254      5716      5      437       3842 
2255      5713      5      439       3843 
2256      5711      5      439       3845 
2257      5711      5      436       3848 
2258      5707      5      439       3849 
2259      5705      4      442       3849 
2260      5704      4      442       3850 
2261      5702      4      444       3850 
2262      5702      4      442       3852 
2263      5700      4      442       3854 
2264      5698      3      441       3858 
2265      5698      3      439       3860 
2266      5697      3      438       3862 
2267      5697      3      437       3863 
2268      5697      3      435       3865 
2269      5695      3      432       3870 
2270      5694      3      432       3871 
2271      5694      3      430       3873 
2272      5693      3      430       3874 
2273      5693      3      429       3875 
2274      5690      3      431       3876 
2275      5686      3      435       3876 
2276      5681      3      439       3877 
2277      5679      3      440       3878 
2278      5678      3      437       3882 
2279      5677      3      437       3883 
2280      5676      3      435       3886 
2281      5675      3      436       3886 
2282      5674      3      437       3886 
2283      5673      3      435       3889 
2284      5672      3      435       3890 
2285      5669      3      437       3891 
2286      5668      3      437       3892 
2287      5668      3      437       3892 
2288      5668      3      436       3893 
2289      5667      3      434       3896 
2290      5664      3      437       3896 
2291      5662      3      437       3898 
2292      5659      3      439       3899 
2293      5658      3      440       3899 
2294      5658      3      437       3902 
2295      5656      3      439       3902 
2296      5656      3      439       3902 
2297      5653      3      440       3904 
2298      5652      2      440       3906 
2299      5651      2      436       3911 
2300      5651      2      435       3912 
2301      5650      2      435       3913 
2302      5647      2      437       3914 
2303      5646      2      435       3917 
2304      5644      2      436       3918 
2305      5644      2      434       3920 
2306      5644      2      431       3923 
2307      5644      2      428       3926 
2308      5642      2      429       3927 
2309      5640      2      429       3929 
2310      5639      2      427       3932 
2311      5637      2      424       3937 
2312      5636      2      423       3939 
2313      5633      2      424       3941 
2314      5632      2      425       3941 
2315      5630      2      426       3942 
2316      5627      2      426       3945 
2317      5625      2      427       3946 
2318      5624      2      428       3946 
2319      5622      2      430       3946 
2320      5621      2      429       3948 
2321      5618      2      430       3950 
2322      5617      2      429       3952 
2323      5615      3      429       3953 
2324      5615      3      429       3953 
2325      5612      3      431       3954 
2326      5612      3      430       3955 
2327      5611      3      430       3956 
2328      5610      3      428       3959 
2329      5609      3      427       3961 
2330      5607      3      428       3962 
2331      5607      3      428       3962 
2332      5606      3      426       3965 
2333      5605      3      426       3966 
2334      5604      3      427       3966 
2335      5603      3      427       3967 
2336      5602      3      424       3971 
2337      5601      3      423       3973 
2338      5600      3      422       3975 
2339      5598      3      423       3976 
2340      5595      3      424       3978 
2341      5594      3      423       3980 
2342      5594      3      421       3982 
2343      5594      3      419       3984 
2344      5594      3      417       3986 
2345      5594      3      415       3988 
2346      5594      3      413       3990 
2347      5590      3      413       3994 
2348      5590      3      411       3996 
2349      5588      3      411       3998 
2350      5584      3      415       3998 
2351      5581      3      417       3999 
2352      5581      3      416       4000 
2353      5581      3      414       4002 
2354      5581      3      412       4004 
2355      5578      3      412       4007 
2356      5575      3      412       4010 
2357      5572      3      412       4013 
2358      5572      3      412       4013 
2359      5572      3      411       4014 
2360      5571      3      411       4015 
2361      5567      3      414       4016 
2362      5565      3      416       4016 
2363      5563      3      416       4018 
2364      5559      3      416       4022 
2365      5559      3      416       4022 
2366      5559      3      412       4026 
2367      5558      3      413       4026 
2368      5558      3      412       4027 
2369      5555      3      415       4027 
2370      5554      3      415       4028 
2371      5551      3      418       4028 
2372      5550      3      418       4029 
2373      5550      3      417       4030 
2374      5547      3      416       4034 
2375      5546      3      415       4036 
2376      5546      3      415       4036 
2377      5546      3      414       4037 
2378      5544      3      413       4040 
2379      5543      2      413       4042 
2380      5540      3      414       4043 
2381      5539      3      412       4046 
2382      5538      3      411       4048 
2383      5534      3      413       4050 
2384      5533      3      414       4050 
2385      5530      3      417       4050 
2386      5529      3      418       4050 
2387      5527      3      420       4050 
2388      5524      3      422       4051 
2389      5523      3      418       4056 
2390      5523      3      418       4056 
2391      5521      3      419       4057 
2392      5521      3      417       4059 
2393      5520      3      417       4060 
2394      5519      3      417       4061 
2395      5518      3      415       4064 
2396      5516      3      415       4066 
2397      5514      3      415       4068 
2398      5513      3      416       4068 
2399      5511      3      418       4068 
2400      5511      3      418       4068 
2401      5511      3      417       4069 
2402      5510      3      417       4070 
2403      5510      3      416       4071 
2404      5509      3      415       4073 
2405      5507      3      416       4074 
2406      5505      3      418       4074 
2407      5503      3      417       4077 
2408      5502      3      415       4080 
2409      5502      3      414       4081 
2410      5500      4      414       4082 
2411      5500      4      413       4083 
2412      5497      4      416       4083 
2413      5494      4      418       4084 
2414      5492      4      419       4085 
2415      5491      3      419       4087 
2416      5490      3      417       4090 
2417      5490      3      415       4092 
2418      5489      2      416       4093 
2419      5485      2      419       4094 
2420      5484      2      420       4094 
2421      5484      2      420       4094 
2422      5483      2      417       4098 
2423      5483      2      416       4099 
2424      5482      2      415       4101 
2425      5482      2      413       4103 
2426      5478      2      415       4105 
2427      5477      1      415       4107 
2428      5476      1      416       4107 
2429      5473      1      417       4109 
2430      5473      1      416       4110 
2431      5472      1      416       4111 
2432      5472      1      415       4112 
2433      5472      1      414       4113 
2434      5469      1      417       4113 
2435      5469      1      416       4114 
2436      5466      1      419       4114 
2437      5465      1      418       4116 
2438      5463      1      419       4117 
2439      5463      1      416       4120 
2440      5461      1      417       4121 
2441      5461      1      415       4123 
2442      5461      1      412       4126 
2443      5460      1      410       4129 
2444      5457      1      412       4130 
2445      5456      1      412       4131 
2446      5453      1      415       4131 
2447      5453      1      413       4133 
2448      5452      1      413       4134 
2449      5452      1      412       4135 
2450      5451      1      413       4135 
2451      5449      1      412       4138 
2452      5449      1      411       4139 
2453      5447      1      408       4144 
2454      5446      1      408       4145 
2455      5446      1      404       4149 
2456      5445      1      404       4150 
2457      5445      1      403       4151 
2458      5444      1      402       4153 
2459      5443      1      402       4154 
2460      5440      1      404       4155 
2461      5439      1      402       4158 
2462      5438      1      401       4160 
2463      5437      1      401       4161 
2464      5435      1      401       4163 
2465      5432      1      403       4164 
2466      5429      1      405       4165 
2467      5428      2      403       4167 
2468      5427      2      403       4168 
2469      5426      2      403       4169 
2470      5426      2      401       4171 
2471      5424      2      400       4174 
2472      5424      2      399       4175 
2473      5422      2      398       4178 
2474      5419      2      398       4181 
2475      5416      2      399       4183 
2476      5416      2      399       4183 
2477      5416      2      397       4185 
2478      5415      3      396       4186 
2479      5415      3      393       4189 
2480      5413      3      392       4192 
2481      5413      3      389       4195 
2482      5412      3      388       4197 
2483      5411      3      387       4199 
2484      5410      3      386       4201 
2485      5410      3      386       4201 
2486      5408      2      389       4201 
2487      5406      2      391       4201 
2488      5405      2      389       4204 
2489      5405      2      387       4206 
2490      5404      2      386       4208 
2491      5404      2      385       4209 
2492      5403      2      383       4212 
2493      5401      2      383       4214 
2494      5398      2      386       4214 
2495      5398      2      385       4215 
2496      5398      2      385       4215 
2497      5396      2      385       4217 
2498      5395      2      385       4218 
2499      5392      2      387       4219 
2500      5391      2      386       4221 
2501      5389      2      388       4221 
2502      5389      2      387       4222 
2503      5387      2      389       4222 
2504      5386      2      390       4222 
2505      5383      2      392       4223 
2506      5379      2      396       4223 
2507      5377      2      395       4226 
2508      5372      2      399       4227 
2509      5369      2      400       4229 
2510      5369      2      399       4230 
2511      5367      2      401       4230 
2512      5364      2      402       4232 
2513      5363      2      403       4232 
2514      5363      2      403       4232 
2515      5361      2      404       4233 
2516      5361      2      402       4235 
2517      5360      2      402       4236 
2518      5358      2      402       4238 
2519      5355      2      403       4240 
2520      5353      2      402       4243 
2521      5353      1      403       4243 
2522      5353      1      400       4246 
2523      5349      1      404       4246 
2524      5346      1      405       4248 
2525      5345      2      403       4250 
2526      5345      2      402       4251 
2527      5342      2      404       4252 
2528      5340      2      406       4252 
2529      5339      2      406       4253 
2530      5337      2      405       4256 
2531      5336      2      405       4257 
2532      5335      2      405       4258 
2533      5335      2      402       4261 
2534      5333      2      402       4263 
2535      5330      2      404       4264 
2536      5330      2      403       4265 
2537      5330      2      403       4265 
2538      5327      2      406       4265 
2539      5326      2      406       4266 
2540      5322      2      410       4266 
2541      5320      2      411       4267 
2542      5320      2      408       4270 
2543      5318      2      409       4271 
2544      5316      3      410       4271 
2545      5314      3      410       4273 
2546      5314      3      409       4274 
2547      5314      3      406       4277 
2548      5312      3      406       4279 
2549      5311      3      406       4280 
2550      5307      3      409       4281 
2551      5306      3      408       4283 
2552      5303      3      410       4284 
2553      5299      3      411       4287 
2554      5299      3      410       4288 
2555      5296      3      411       4290 
2556      5296      3      411       4290 
2557      5295      3      410       4292 
2558      5292      3      413       4292 
2559      5291      3      411       4295 
2560      5288      3      411       4298 
2561      5287      3      411       4299 
2562      5286      3      409       4302 
2563      5283      3      410       4304 
2564      5282      3      410       4305 
2565      5281      3      409       4307 
2566      5280      3      410       4307 
2567      5279      3      410       4308 
2568      5278      3      410       4309 
2569      5278      3      408       4311 
2570      5278      3      405       4314 
2571      5277      3      406       4314 
2572      5277      3      404       4316 
2573      5275      3      405       4317 
2574      5274      3      402       4321 
2575      5274      3      401       4322 
2576      5272      3      402       4323 
2577      5270      3      403       4324 
2578      5269      3      402       4326 
2579      5268      3      401       4328 
2580      5267      3      402       4328 
2581      5267      3      400       4330 
2582      5265      4      398       4333 
2583      5263      4      397       4336 
2584      5261      4      399       4336 
2585      5258      4      400       4338 
2586      5255      4      398       4343 
2587      5254      4      399       4343 
2588      5253      4      400       4343 
2589      5252      4      398       4346 
2590      5249      5      399       4347 
2591      5249      5      398       4348 
2592      5247      5      398       4350 
2593      5245      5      399       4351 
2594      5244      5      398       4353 
2595      5243      5      396       4356 
2596      5243      5      394       4358 
2597      5237      5      399       4359 
2598      5235      5      401       4359 
2599      5233      5      403       4359 
2600      5233      5      402       4360 
2601      5231      5      403       4361 
2602      5231      5      403       4361 
2603      5230      5      403       4362 
2604      5228      5      404       4363 
2605      5227      5      404       4364 
2606      5225      5      406       4364 
2607      5225      5      405       4365 
2608      5223      5      407       4365 
2609      5223      4      407       4366 
2610      5222      4      407       4367 
2611      5222      4      405       4369 
2612      5220      4      404       4372 
2613      5219      4      403       4374 
2614      5218      4      404       4374 
2615      5216      4      404       4376 
2616      5214      4      404       4378 
2617      5211      4      407       4378 
2618      5209      4      408       4379 
2619      5209      4      407       4380 
2620      5208      4      408       4380 
2621      5207      4      407       4382 
2622      5205      4      408       4383 
2623      5204      4      408       4384 
2624      5203      4      407       4386 
2625      5201      4      408       4387 
2626      5200      4      407       4389 
2627      5199      4      406       4391 
2628      5197      4      408       4391 
2629      5195      4      409       4392 
2630      5192      4      410       4394 
2631      5190      4      412       4394 
2632      5189      4      410       4397 
2633      5185      4      413       4398 
2634      5183      3      413       4401 
2635      5182      3      412       4403 
2636      5182      3      411       4404 
2637      5180      3      409       4408 
2638      5180      3      409       4408 
2639      5179      3      408       4410 
2640      5176      3      410       4411 
2641      5175      3      409       4413 
2642      5174      3      409       4414 
2643      5173      3      409       4415 
2644      5173      3      407       4417 
2645      5173      3      406       4418 
2646      5170      3      408       4419 
2647      5170      3      405       4422 
2648      5168      3      406       4423 
2649      5167      3      406       4424 
2650      5166      3      406       4425 
2651      5165      3      404       4428 
2652      5164      3      405       4428 
2653      5163      3      405       4429 
2654      5161      3      406       4430 
2655      5161      3      405       4431 
2656      5161      3      404       4432 
2657      5159      3      405       4433 
2658      5158      3      402       4437 
2659      5157      3      402       4438 
2660      5157      3      396       4444 
2661      5155      3      396       4446 
2662      5155      3      395       4447 
2663      5153      3      397       4447 
2664      5150      3      399       4448 
2665      5150      3      397       4450 
2666      5148      3      398       4451 
2667      5146      3      400       4451 
2668      5145      3      400       4452 
2669      5145      3      400       4452 
2670      5144      3      399       4454 
2671      5142      3      400       4455 
2672      5139      3      401       4457 
2673      5138      3      399       4460 
2674      5138      3      398       4461 
2675      5136      3      399       4462 
2676      5135      3      399       4463 
2677      5133      3      398       4466 
2678      5133      3      396       4468 
2679      5131      3      397       4469 
2680      5131      3      396       4470 
2681      5131      3      395       4471 
2682      5130      3      395       4472 
2683      5129      3      396       4472 
2684      5128      3      394       4475 
2685      5127      3      394       4476 
2686      5127      3      394       4476 
2687      5123      3      397       4477 
2688      5120      4      398       4478 
2689      5120      4      397       4479 
2690      5116      4      400       4480 
2691      5116      4      400       4480 
2692      5116      4      398       4482 
2693      5116      4      396       4484 
2694      5116      4      394       4486 
2695      5114      4      396       4486 
2696      5112      4      397       4487 
2697      5109      4      399       4488 
2698      5107      4      401       4488 
2699      5106      4      401       4489 
2700      5105      4      400       4491 
2701      5103      4      401       4492 
2702      5101      4      402       4493 
2703      5101      4      400       4495 
2704      5100      4      399       4497 
2705      5099      4      399       4498 
2706      5098      4      399       4499 
2707      5095      4      400       4501 
2708      5094      5      400       4501 
2709      5092      5      401       4502 
2710      5091      5      401       4503 
2711      5090      5      400       4505 
2712      5086      5      404       4505 
2713      5086      5      402       4507 
2714      5086      5      402       4507 
2715      5086      5      401       4508 
2716      5083      5      402       4510 
2717      5081      5      403       4511 
2718      5080      5      403       4512 
2719      5078      5      405       4512 
2720      5078      5      404       4513 
2721      5078      5      402       4515 
2722      5076      5      403       4516 
2723      5075      5      404       4516 
2724      5075      5      402       4518 
2725      5074      5      402       4519 
2726      5072      7      400       4521 
2727      5071      7      400       4522 
2728      5070      7      401       4522 
2729      5069      7      400       4524 
2730      5067      7      401       4525 
2731      5064      7      403       4526 
2732      5063      7      401       4529 
2733      5062      7      401       4530 
2734      5061      7      402       4530 
2735      5059      7      402       4532 
2736      5057      8      399       4536 
2737      5057      8      399       4536 
2738      5056      8      399       4537 
2739      5055      7      399       4539 
2740      5055      7      398       4540 
2741      5053      7      396       4544 
2742      5050      7      398       4545 
2743      5049      7      397       4547 
2744      5049      7      395       4549 
2745      5049      7      394       4550 
2746      5048      7      395       4550 
2747      5045      7      396       4552 
2748      5045      7      393       4555 
2749      5043      7      393       4557 
2750      5043      7      390       4560 
2751      5043      7      389       4561 
2752      5042      7      390       4561 
2753      5039      7      392       4562 
2754      5035      7      394       4564 
2755      5035      7      392       4566 
2756      5034      7      390       4569 
2757      5032      7      390       4571 
2758      5031      7      391       4571 
2759      5027      7      395       4571 
2760      5027      7      394       4572 
2761      5025      7      393       4575 
2762      5025      7      392       4576 
2763      5025      7      392       4576 
2764      5023      7      393       4577 
2765      5021      7      395       4577 
2766      5019      8      391       4582 
2767      5013      8      396       4583 
2768      5012      8      395       4585 
2769      5011      8      395       4586 
2770      5011      8      395       4586 
2771      5009      8      397       4586 
2772      5005      8      399       4588 
2773      5005      7      399       4589 
2774      5003      7      397       4593 
2775      5003      7      394       4596 
2776      5000      7      396       4597 
2777      4997      7      398       4598 
2778      4997      7      397       4599 
2779      4997      7      395       4601 
2780      4996      7      394       4603 
2781      4993      7      397       4603 
2782      4991      7      399       4603 
2783      4991      6      397       4606 
2784      4990      6      394       4610 
2785      4988      6      396       4610 
2786      4986      6      394       4614 
2787      4985      6      393       4616 
2788      4984      6      393       4617 
2789      4983      6      392       4619 
2790      4982      6      393       4619 
2791      4982      6      393       4619 
2792      4981      6      392       4621 
2793      4979      6      392       4623 
2794      4976      6      394       4624 
2795      4976      6      390       4628 
2796      4976      6      389       4629 
2797      4975      6      389       4630 
2798      4975      6      385       4634 
2799      4973      6      387       4634 
2800      4972      6      388       4634 
2801      4972      6      387       4635 
2802      4972      6      387       4635 
2803      4971      6      387       4636 
2804      4971      6      387       4636 
2805      4969      5      388       4638 
2806      4969      5      387       4639 
2807      4965      5      390       4640 
2808      4965      5      390       4640 
2809      4965      5      390       4640 
2810      4965      5      390       4640 
2811      4964      5      391       4640 
2812      4963      5      391       4641 
2813      4962      5      391       4642 
2814      4961      5      390       4644 
2815      4960      5      390       4645 
2816      4959      5      391       4645 
2817      4959      4      388       4649 
2818      4959      4      388       4649 
2819      4958      4      388       4650 
2820      4956      6      386       4652 
2821      4954      6      387       4653 
2822      4952      6      389       4653 
2823      4952      6      387       4655 
2824      4952      6      384       4658 
2825      4951      6      382       4661 
2826      4951      6      381       4662 
2827      4950      6      381       4663 
2828      4950      6      380       4664 
2829      4948      6      381       4665 
2830      4946      6      382       4666 
2831      4945      6      381       4668 
2832      4945      6      380       4669 
2833      4945      6      379       4670 
2834      4945      6      377       4672 
2835      4944      6      376       4674 
2836      4942      6      375       4677 
2837      4940      6      376       4678 
2838      4939      6      377       4678 
2839      4938      6      378       4678 
2840      4937      6      378       4679 
2841      4935      6      379       4680 
2842      4934      6      379       4681 
2843      4932      7      377       4684 
2844      4932      7      376       4685 
2845      4931      7      375       4687 
2846      4931      7      373       4689 
2847      4931      7      372       4690 
2848      4931      7      370       4692 
2849      4928      7      373       4692 
2850      4927      7      374       4692 
2851      4926      7      374       4693 
2852      4925      7      373       4695 
2853      4924      7      373       4696 
2854      4923      7      373       4697 
2855      4921      7      374       4698 
2856      4920      7      374       4699 
2857      4920      7      371       4702 
2858      4920      7      370       4703 
2859      4918      7      371       4704 
2860      4916      7      372       4705 
2861      4913      7      375       4705 
2862      4911      7      375       4707 
2863      4910      7      375       4708 
2864      4906      7      377       4710 
2865      4906      7      376       4711 
2866      4906      7      376       4711 
2867      4905      7      377       4711 
2868      4905      7      376       4712 
2869      4904      7      377       4712 
2870      4904      7      375       4714 
2871      4903      7      375       4715 
2872      4901      7      375       4717 
2873      4898      7      376       4719 
2874      4895      8      377       4720 
2875      4894      8      376       4722 
2876      4892      8      378       4722 
2877      4892      8      376       4724 
2878      4891      8      376       4725 
2879      4890      8      375       4727 
2880      4886      8      379       4727 
2881      4881      8      382       4729 
2882      4880      8      382       4730 
2883      4880      8      379       4733 
2884      4878      8      380       4734 
2885      4877      8      380       4735 
2886      4877      8      378       4737 
2887      4876      8      377       4739 
2888      4874      8      378       4740 
2889      4873      8      376       4743 
2890      4872      8      377       4743 
2891      4871      8      376       4745 
2892      4870      8      376       4746 
2893      4869      8      376       4747 
2894      4869      8      375       4748 
2895      4868      8      375       4749 
2896      4867      8      375       4750 
2897      4865      8      377       4750 
2898      4863      8      378       4751 
2899      4860      8      381       4751 
2900      4859      8      381       4752 
2901      4858      8      381       4753 
2902      4858      8      381       4753 
2903      4855      8      382       4755 
2904      4855      8      379       4758 
2905      4855      8      379       4758 
2906      4854      8      379       4759 
2907      4853      8      377       4762 
2908      4853      8      377       4762 
2909      4853      8      376       4763 
2910      4852      8      374       4766 
2911      4850      8      374       4768 
2912      4849      7      375       4769 
2913      4848      7      376       4769 
2914      4848      7      375       4770 
2915      4848      7      374       4771 
2916      4848      7      371       4774 
2917      4848      7      370       4775 
2918      4848      7      369       4776 
2919      4848      7      366       4779 
2920      4847      7      366       4780 
2921      4847      7      363       4783 
2922      4846      7      363       4784 
2923      4845      7      362       4786 
2924      4844      7      362       4787 
2925      4842      7      364       4787 
2926      4841      7      364       4788 
2927      4840      7      364       4789 
2928      4839      7      365       4789 
2929      4838      7      364       4791 
2930      4836      7      366       4791 
2931      4835      7      366       4792 
2932      4833      7      367       4793 
2933      4832      7      367       4794 
2934      4832      7      365       4796 
2935      4832      7      365       4796 
2936      4831      7      364       4798 
2937      4831      7      361       4801 
2938      4830      7      362       4801 
2939      4829      7      361       4803 
2940      4829      7      359       4805 
2941      4827      7      360       4806 
2942      4827      7      359       4807 
2943      4827      7      357       4809 
2944      4823      9      358       4810 
2945      4823      9      358       4810 
2946      4821      9      360       4810 
2947      4819      9      362       4810 
2948      4818      9      360       4813 
2949      4818      9      359       4814 
2950      4815      9      360       4816 
2951      4813      9      361       4817 
2952      4813      9      360       4818 
2953      4811      9      361       4819 
2954      4808      9      363       4820 
2955      4808      9      363       4820 
2956      4808      9      363       4820 
2957      4806      9      362       4823 
2958      4806      9      362       4823 
2959      4801      9      365       4825 
2960      4798      9      367       4826 
2961      4797      10      364       4829 
2962      4796      10      365       4829 
2963      4793      10      367       4830 
2964      4789      10      370       4831 
2965      4789      10      368       4833 
2966      4789      10      367       4834 
2967      4789      10      364       4837 
2968      4789      10      362       4839 
2969      4788      10      362       4840 
2970      4787      10      362       4841 
2971      4786      10      362       4842 
2972      4786      10      361       4843 
2973      4786      10      358       4846 
2974      4785      10      358       4847 
2975      4785      10      358       4847 
2976      4778      11      363       4848 
2977      4777      11      364       4848 
2978      4776      11      364       4849 
2979      4773      10      367       4850 
2980      4772      10      366       4852 
2981      4771      10      365       4854 
2982      4769      10      365       4856 
2983      4768      10      365       4857 
2984      4767      10      365       4858 
2985      4765      10      365       4860 
2986      4765      10      365       4860 
2987      4764      10      366       4860 
2988      4762      10      365       4863 
